query,platform,Unnamed: 2,label
"మగ బిడ్డ అని తెలియగానే ఉపాసన తల్లి ఆనందం చూడండి | Upasana & Ram Charan Twins | Aruna MediaAruna Media20 Feb 2026, 14:01:12 GMT+05:30",YouTube,,1
"Ankita/Aliya #viralvideo #shortsfeed #trend #bollywoodmusicBollywood music20 Feb 2026, 14:01:01 GMT+05:30",YouTube,,1
"Laughter Queen Bharti ordered form us #ytshorts #bhartisingh #swingsaga contact: +91-8287901427Swing saga20 Feb 2026, 14:01:00 GMT+05:30",YouTube,,1
"Shivangi’s sister caught her doing makeup 😂#shivangijoshi #funny#ytshorts#fanpage#shortsfeed#viralshivangi_vibes🎀20 Feb 2026, 14:00:58 GMT+05:30",YouTube,,1
"The price of this yellow saree 😱 #ruchika Rathore #nischay Malhan #ShortsShree Soumya20 Feb 2026, 14:00:57 GMT+05:30",YouTube,,1
"do you know Asher nick name 🤭❤️ @triggeredinsaan  #liveinsaan #shortsTriggered Anaya 20 Feb 2026, 14:00:54 GMT+05:30",YouTube,,1
"Never mess with your wife! 😜🥲 #ruchikarathore #shorts #youtubeshorts @triggeredinsaanYT Addiction20 Feb 2026, 14:00:34 GMT+05:30",YouTube,,1
"lavanya #sudigalisudheer  #zeetelugu #aata  #saregamapa  #vishnupriya #viralshortsMOVIES 🎬WOOOO20 Feb 2026, 14:00:33 GMT+05:30",YouTube,,1
"Fake అనుకున్న చూడగానే 😳నమ్మబుద్ది కాలేధు #minivlog #lordshiva #fog #god #lordshiva #rupa #flipkartRupatho Muchatlu 20 Feb 2026, 14:00:04 GMT+05:30",YouTube,,1
"Sharam karo Dipika 😀 #dipikakiduniya #sabaibrahim #cute #haider #shohibibrahim #familyvlog #shortsSaba ki duniya 20 Feb 2026, 14:00:03 GMT+05:30",YouTube,,0
"Prerna di engagement shoot 💍😱❤️ @triggeredinsaan  #liveinsaan #shortsTriggered Anaya 20 Feb 2026, 14:00:00 GMT+05:30",YouTube,,1
"Baby ko bhul gaye🤭😂 #trending #saruedits #viral #shortfeedsaru_edits20 Feb 2026, 13:59:58 GMT+05:30",YouTube,,1
"the way she pull her sister 😭 #shorts #viral #explore #trending #bollywood #fypシBhavya here 20 Feb 2026, 13:59:33 GMT+05:30",YouTube,,1
"“इतिहास की सबसे बड़ी माला 😱”Rp' 2Mg20 Feb 2026, 13:59:20 GMT+05:30",YouTube,,1
"చిరంజీవి గారి భార్య తన భర్త యవ్వనంగా కనపడాలని ఏం చేసిందో చూడండి#chiranjeevi #surekha #viggIndhu sre Reddy20 Feb 2026, 13:59:09 GMT+05:30",YouTube,,1
"#monalisa#kumbamela#celebrities#troll#funny#comedy#memes#shorts#trending#telugumemes#viralshortsSandy Information 20 Feb 2026, 13:59:08 GMT+05:30",YouTube,,1
"best compliment for Prerna di 😁❤️ @triggeredinsaan   #liveinsaan #shortsTriggered Anaya 20 Feb 2026, 13:58:51 GMT+05:30",YouTube,,1
"Ma Ki tarah bacche ki gardan nahi Hai necklace baccha Hai Bharati SinghAaj Ka Kharchaa20 Feb 2026, 13:58:47 GMT+05:30",YouTube,,0
"dipi bhabhi Ghar a gai🥺don't troll dipi bhabhi dipika ibrahim Shoaib Ibrahim Saba Ibrahim New#shortsKunal Tomar fen 20 Feb 2026, 13:58:40 GMT+05:30",YouTube,,0
"If saying sorry is saving your relationship,then go for it#emotional #ramadan #kindness #lifequotesNajis Parvin20 Feb 2026, 13:58:36 GMT+05:30",YouTube,,1
"What is Gateway & Row Level Security in Power BI? | Most Asked Interview Question 🔥 #shortsMetricly_20 Feb 2026, 13:58:35 GMT+05:30",YouTube,,1
"Newborn to 3 Months 😭❤️ They Grow So Fast #shorts #baby #cutebaby #babyshorts #ytshorts #45monthsPayal life blogs20 Feb 2026, 13:58:26 GMT+05:30",YouTube,,1
"Yes, this is chaggan vlogger style 😍🔥 @triggeredinsaan #abhishekmalhan #shortvideo #viralfeedsTriggered Shifu20 Feb 2026, 13:58:18 GMT+05:30",YouTube,,1
"🔥💅 #trending#ytshorts#viral#faneditTriggeredarmy-20 Feb 2026, 13:58:13 GMT+05:30",YouTube,,1
"Ayra’s Love and Care for her Grandmother-in-law melts Hearts...💕 | Meri zindagi hai tu | Episode 28Alfaaz e Dramas20 Feb 2026, 13:58:12 GMT+05:30",YouTube,,0
"Be BRAVE 🫡 #bestrong #lifequotes #lifelessons #strongwomen #bebrave #bematured #selfrespect #foryouMatured Women Words20 Feb 2026, 13:58:10 GMT+05:30",YouTube,,1
"28 September 2025Ravikumar Mogili20 Feb 2026, 13:58:09 GMT+05:30",YouTube,,1
"Forever Ritual of Love: Forehead Kiss😘😍#nischaymalhan #ruchikarathore #triggeredinsaan #trending #ytMoonlīght Èditz 🌕20 Feb 2026, 13:58:04 GMT+05:30",YouTube,,1
"VLSI DESIGNING😱💥#shop#watermelon#summer#vlsi#chip#hardwork#multitasking#meme#short#trend#telugumemesSandy Information 20 Feb 2026, 13:57:58 GMT+05:30",YouTube,,2
"dipi bhabhi Ghar a gai🥺don't troll dipi bhabhi dipika ibrahim Shoaib Ibrahim Saba Ibrahim New#shortsKunal Tomar fen 20 Feb 2026, 13:57:50 GMT+05:30",YouTube,,0
"Most Asked Power BI Service Interview Questions 🔥 #interview #dataanlysis #powerbi #viralMetricly_20 Feb 2026, 13:57:49 GMT+05:30",YouTube,,0
"bcz this scarf was given by his sister 😭🤌🏻#triggardinsaan #fukrainsaan #shortsfeed #trendingshortsLaddu 🍒20 Feb 2026, 13:57:46 GMT+05:30",YouTube,,0
"కువైట్ వాళ్ళు😯పెట్టిన భోజనంలో ఎం ఉన్నాయో😯చూడండి||driver life in kuwait||#viralshorts#youtubeshortsKadapa siva vlogs20 Feb 2026, 13:57:36 GMT+05:30",YouTube,,0
"సద్గురు తో శివరాత్రి చేసుకుంటున్న తమన్నా... శ్రీనిధి... సారా అర్జున్...Maha Shivaratri VisualsSSP TV20 Feb 2026, 13:57:33 GMT+05:30",YouTube,,1
"😍స్వీట్ family❤️ #viral #comedy #minivlog #trending #funny #family #shortvideo #youtube #shortsU Turns Creations20 Feb 2026, 13:57:24 GMT+05:30",YouTube,,1
"రామ్ చరణ్ గారు తన కవల పిల్లలు కోసం ఎలా ఇల్లు కట్టించాడో తెలుసా#ramcharannewsindia20 Feb 2026, 13:57:19 GMT+05:30",YouTube,,2
"Nischay mama in Asher mode 😝🎀 #prernamalhan #shorts #shortsfeed @triggeredinsaanyt obsessed 20 Feb 2026, 13:57:11 GMT+05:30",YouTube,,1
"Asher telling everyone names 🤌🏻👀!! l#shortsFlashback Edits20 Feb 2026, 13:57:05 GMT+05:30",YouTube,,1
"dipi bhabhi Ghar a gai🥺don't troll dipi bhabhi dipika ibrahim Shoaib Ibrahim Saba Ibrahim New#shortsKunal Tomar fen 20 Feb 2026, 13:56:55 GMT+05:30",YouTube,,0
"I love you betu #2026 #mumma #babygirl #daughterSandhya Gautam🇨🇿20 Feb 2026, 13:56:46 GMT+05:30",YouTube,,1
"బాలయ్య ని కలవడానికి అవకాశం కల్పించింది..!! #ShivaBhaviri #BalayyaFans #Balakrishna #ytshorts #shortsTeluguOne20 Feb 2026, 13:56:45 GMT+05:30",YouTube,,1
"Best moment ❤️‍🩹🥀#photography #haniaaamir #fahadmustafa #love #emotional #trending #exploreNajis Parvin20 Feb 2026, 13:55:53 GMT+05:30",YouTube,,1
"Sahruda ee dress lo ela untado👗 #ytshorts  #sahrudafruity #sahruda #outfit #outfitfromscratch #foodSahrudafruity20 Feb 2026, 13:55:49 GMT+05:30",YouTube,,1
"https://www.youtube.com/watch?v=IvX1a0jCeKI20 Feb 2026, 13:55:48 GMT+05:30",YouTube,,1
"Meru chusaara mari ??#janakiparinayam on ETV Telugu at 6:00pm (mon -sat)Sidshnu20 Feb 2026, 13:55:44 GMT+05:30",YouTube,,1
"✨ Birthday invitation 💖 #youtube #minivlog #grwm #birthday #explore #shortvideo #makeup #looks #ytDivya Vlogs20 Feb 2026, 13:55:42 GMT+05:30",YouTube,,1
"How cutely Abhishek said yeh meri bhabhi hai”🥹❤️@triggeredinsaan  #liveinsaan #shortsTriggered Anaya 20 Feb 2026, 13:55:37 GMT+05:30",YouTube,,0
"Hellooooo Bangalore ❤️Abhishek.Veeramalla20 Feb 2026, 13:55:36 GMT+05:30",YouTube,,1
"dipi bhabhi Ghar a gai🥺don't troll dipi bhabhi dipika ibrahim Shoaib Ibrahim Saba Ibrahim New#shortsKunal Tomar fen 20 Feb 2026, 13:55:25 GMT+05:30",YouTube,,0
"Mahe-Ramzaan Mubarak ❤️Dipika Ki Duniya20 Feb 2026, 13:55:22 GMT+05:30",YouTube,,1
"maanas nagulapalli cute video with his son ♥️#maanas #maanasnagulapalliSmallscreenupdates 20 Feb 2026, 13:55:18 GMT+05:30",YouTube,,1
"వర్షం లో వంట 😲 | Chicken nuggets making ~#shorts #trending #food #cookingPaadu vantalu20 Feb 2026, 13:55:16 GMT+05:30",YouTube,,1
"Maheshwari Silk Saree ✨ Black 🖤 DM:9778332355 #saree #entrapreneur #shortvideo #shorts #shortsviralYaara By Vidhu Aruna20 Feb 2026, 13:55:09 GMT+05:30",YouTube,,1
"baby Bharti Singh ke sath masti karte hue Kitna pyara lag raha haiAaj Ka Kharchaa20 Feb 2026, 13:55:02 GMT+05:30",YouTube,,0
"Asher is such a mami-paglu 🎀🤗❤ @triggeredinsaan #ruchikarathore #prernamalhan #triggeredinsaanQuick edit20 Feb 2026, 13:54:51 GMT+05:30",YouTube,,1
"After 15days Sony meet 🫀💕 #couple #lovers #jod #viralvideos  #yashu #sonyU Turns Creations20 Feb 2026, 13:54:50 GMT+05:30",YouTube,,1
"✨Mummy tho dance 💃🏻🥰#shorts #viral #youtubeshorts #dance #trending #viralvideo #shortvideoShai Shravani20 Feb 2026, 13:54:40 GMT+05:30",YouTube,,0
"Dance practice Started😂🥰 #triggeredinsaan #fukrainsaan #souravjoshivlogs @triggeredinsaanFukra_Loves20 Feb 2026, 13:54:35 GMT+05:30",YouTube,,0
"Vertical: Mrge sruthishoot ATC sanvi telugusruthi landscape20 Feb 2026, 13:54:34 GMT+05:30",YouTube,,1
"POV: Just Girly things 🥲😝💗 #ruchikarathore #shortsfeed #shorts @triggeredinsaanyt obsessed 20 Feb 2026, 13:54:25 GMT+05:30",YouTube,,1
"dipi bhabhi Ghar a gai🥺don't troll dipi bhabhi dipika ibrahim Shoaib Ibrahim Saba Ibrahim New#shortsKunal Tomar fen 20 Feb 2026, 13:54:02 GMT+05:30",YouTube,,0
"Prerna di wore her engagement gown 🥹💗 #prernamalhan #shortsfeed @WanderersHubyt obsessed 20 Feb 2026, 13:53:48 GMT+05:30",YouTube,,1
"DREAM GIRL | Web series EP:-3| U Turns Creations |Yashu |sony |Pidugu Narsimlu #webseries #trendingU Turns Creations20 Feb 2026, 13:50:32 GMT+05:30",YouTube,,1
"Dream Girl 🥰 #webseries #minivlog #family #comedy #short #trending #lovestoryU Turns Creations20 Feb 2026, 13:49:36 GMT+05:30",YouTube,,1
"Better Half | Telugu Full Movie 2025 | South Indian LogicSIL Play19 Feb 2026, 21:24:06 GMT+05:30",YouTube,,1
"Both of them are gentlemen 🥺❤️ @triggeredinsaan #abhishekmalhan #shortsfeed #trendingTriggered Shifu19 Feb 2026, 18:48:18 GMT+05:30",YouTube,,1
"Respect based on height criteria 😂 #shortsfeed #funny #viralvideo #shortsAll about your favs19 Feb 2026, 18:48:13 GMT+05:30",YouTube,,1
"సోనీ ఈ పండ్లు తీసుకో 🏡🙏 మామ కోడలు #trending #family bonding #Maha Shivaratri #viral #minivlogU Turns Creations19 Feb 2026, 18:48:10 GMT+05:30",YouTube,,1
"🏡అత్త కోడలు బాండింగ్ 🫂 #trending #family #love #viral #food #minivlogYashu Sony Official19 Feb 2026, 18:47:08 GMT+05:30",YouTube,,1
"వదిన """"తో ""డ్యాన్స్ 💃💃#trending #family #comedy #viral #dance #ytshortsYashu Sony Official19 Feb 2026, 18:46:59 GMT+05:30",YouTube,,1
"🤤✨Shai akki noddeld 🍜🥳#shorts #viral #viralvideo #shortvideo #trending #youtubeshortsShai Shravani19 Feb 2026, 18:46:58 GMT+05:30",YouTube,,0
"🏡రెండు నిమిషాలు ఆగు చేస్కోస్తా 🫂💕 #trending #family #viral # potato snacks #food #Mini vlogU Turns Creations19 Feb 2026, 18:46:55 GMT+05:30",YouTube,,1
"Noor E Ramzan ✨❤️🤲 #explore #ytshorts #shortvideo #shortsviral #shortsfeed #ramzan #ramzanvibesAfroz Recipe Vlogs19 Feb 2026, 18:46:19 GMT+05:30",YouTube,,1
"House warming decor❤️😍 #shorts #shortsindia #telugu #teluguvlogs #shishacouple #housewarming #decorShivani & Shashi19 Feb 2026, 18:46:08 GMT+05:30",YouTube,,1
"Gemini Men's WC 2026 Urgency Film Ravi INDIA NEXT MATCH 9X1619 Feb 2026, 18:46:03 GMT+05:30",YouTube,,1
"10th CBSE Board exams started 📋📝 #ytshorts #sahruda #sahrudafruity #food #10th #cbse #boardexamSahrudafruity19 Feb 2026, 18:46:01 GMT+05:30",YouTube,,1
"Afroz bahu Nida🎀💝💘#edits@afrozrecipevlogsaesthetic edits 19 Feb 2026, 18:45:41 GMT+05:30",YouTube,,2
"The #MahindraRiseChallenge Experience | Ft. Gul Panag17 Feb 2026, 23:35:55 GMT+05:30",YouTube,,1
"He is the One Full Movie | Sheetal Gauthaman |Charan Lakkaraju |Tanuja M |Telugu Movies | InfinitumSheetal Gauthaman17 Feb 2026, 23:35:27 GMT+05:30",YouTube,,1
"Better Half | Telugu Full Movie 2025 | South Indian LogicSIL Play17 Feb 2026, 23:35:24 GMT+05:30",YouTube,,1
"Home Coming | Telugu Full Movie 2025 | South Indian LogicSouth Indian Logic17 Feb 2026, 23:22:08 GMT+05:30",YouTube,,1
"Love Express | Telugu Full Movie 2025 | South Indian LogicSIL Play17 Feb 2026, 22:06:44 GMT+05:30",YouTube,,1
"A date with Boss Full Movie || Telugu Full Movies 2024 || Ravi Siva Teja || Viraajitha || InfinitumInfinitum Movies17 Feb 2026, 21:20:28 GMT+05:30",YouTube,,1
"కుక్క కరిచినందుకు కుక్కలా మారిపోయిన మనిషి వలలతో పట్టుకుంటున్న గ్రామస్తులు |Man Behave Like Dog ViralPrime9 News17 Feb 2026, 17:15:18 GMT+05:30",YouTube,,1
"#rashmikamandanna #mia #tweet #trending #news #exploreMemes macha117 Feb 2026, 17:15:17 GMT+05:30",YouTube,,1
"dipi bhabhi Ghar a gai🥺don't troll dipi bhabhi dipika ibrahim Shoaib Ibrahim Saba Ibrahim New#shortsKunal Tomar fen 17 Feb 2026, 17:15:13 GMT+05:30",YouTube,,0
"He is a true gentleman 🥺💗 @triggeredinsaan #nischaymalhan #shortvideo #trendingTriggered Shifu17 Feb 2026, 17:15:10 GMT+05:30",YouTube,,1
"Faith Changes Everything in Kashi Vishwanath 🔱🙏🏻 #kashivishwanath #shortvideokrishna words17 Feb 2026, 17:15:05 GMT+05:30",YouTube,,0
"మెగా వారసత్వం repeat అయ్యింది 1,2,3 #shorts #trendingshorts #viralshorts #familyAnandha jeevanam17 Feb 2026, 17:14:59 GMT+05:30",YouTube,,1
"#soundTHE FACT FORGE17 Feb 2026, 17:14:56 GMT+05:30",YouTube,,1
"No DNA needed 😭❤️🔥 #bollywood #edit #shorts #trending #viralvideo #love #song #cuplegolsEditsdiary17 Feb 2026, 17:14:51 GMT+05:30",YouTube,,1
"🏡వదిన మరదలు bonding💕🙌 #viral #comedy #comedy #minivlog #funny #shortvideoU Turns Creations17 Feb 2026, 17:14:50 GMT+05:30",YouTube,,1
"30 నిమిషాల CPR ఇచ్చి రోగినిబ్రతికించిన లేడీ డాక్టర్ #yt #ytshorts  #LadyDoctor #CPR #LifeSaverTrending_Telugu17 Feb 2026, 17:14:43 GMT+05:30",YouTube,,1
"😍#chikirichikiri Step Composed By #ramcharan #janimaster #shorts #shortsfeed #viral #peddi #ytshortsHS Media Hub17 Feb 2026, 17:14:41 GMT+05:30",YouTube,,1
"✨😍🫠I've poured my heart into this painting, infusedwith divine love for Maha Shiva. 😍 #paintingDivya Vlogs17 Feb 2026, 17:14:39 GMT+05:30",YouTube,,0
"Rehearsals 🥳😍 #rjchaitu #srijadhammu #bbjodi #bbjodi2 #starmaaRj Chaitu17 Feb 2026, 17:14:38 GMT+05:30",YouTube,,0
"Errors are inevitable. It’s all about how you respond to them. #artist #paintingZach Frank17 Feb 2026, 17:14:37 GMT+05:30",YouTube,,0
"తలంబ్రాలు కోసం#youtubeshorts #shorts #youtube #shorts #shortvideos #comment #comedy #foodie #foryouSwapna Vaitla17 Feb 2026, 17:14:35 GMT+05:30",YouTube,,0
"అత్త కోడల్ బాండింగ్ 🫂 #lovelyfamily #funnyfamily #viral #shortvideoLoki Anji Entertainment17 Feb 2026, 17:14:33 GMT+05:30",YouTube,,0
"An Elderly Wife Died Of Shock After Seeing Her Husband’s Body, And They Were Cremated Together 💔gunasekhar reddy 17 Feb 2026, 17:14:31 GMT+05:30",YouTube,,1
"Bache ko jhukham ho jaye to kya karu🤔Anu Choudhary Vlogs17 Feb 2026, 17:14:30 GMT+05:30",YouTube,,1
"Nischay and prerna struggling but Abhishek😂💗 #triggeredinsaan #ruchikarathore @souravjvlogsNISCHAY_LOVE17 Feb 2026, 17:14:23 GMT+05:30",YouTube,,1
"Eggs🥚#shorts #ytshorts #youtubeshorts #eggs #birdsegg #youtube À Ƚ𝐎𝒩𝗘 Ш𝐎Ƚ𝐅🔥17 Feb 2026, 17:14:22 GMT+05:30",YouTube,,1
"Pottery challenge 🫣 How do you think I did?Leisa Leaf17 Feb 2026, 17:14:15 GMT+05:30",YouTube,,1
"Maggi is emotion in lunch box 😁❤️@triggeredinsaan  #liveinsaan #shortsTriggered Anaya 17 Feb 2026, 17:14:09 GMT+05:30",YouTube,,1
"Heartbreak Moment in Beautiful Festival!💔 #dronevideo #festival #chariot #bengaluruAerial Kannadiga🇮🇳17 Feb 2026, 17:14:08 GMT+05:30",YouTube,,1
"Asher dance ❤👀! #ytshorts #shortsFlashback Edits17 Feb 2026, 17:14:06 GMT+05:30",YouTube,,1
"￼ Shivaratri Pannulu 🙏#seewt family#funnyfamily#shortvideo ￼Loki Anji Entertainment17 Feb 2026, 17:14:04 GMT+05:30",YouTube,,0
"17 February 2026Pottery crafts Harohalli 17 Feb 2026, 17:14:02 GMT+05:30",YouTube,,1
"Wait for Abhishek & nischay reaction 😱❤️@triggeredinsaan #liveinsaan#shortsTriggered Anaya 17 Feb 2026, 17:13:59 GMT+05:30",YouTube,,0
"Happy Valentines Day Guys 🥰...#shortsLOL (Life of Limbachiyaa’s)17 Feb 2026, 17:13:41 GMT+05:30",YouTube,,1
"₹20 lakhs… just for hotels?! 😳🤑🔥 #prernamalhan #shorts #shortsfeed @triggeredinsaanyt obsessed 17 Feb 2026, 17:13:38 GMT+05:30",YouTube,,1
"😋పప్పు అంచుకు🍆వంకాయ fry😍తప్పనిసరిగా try చేయండి😋 @SandyaLingam #arjundairy #mancherial #yt #foodSandya Mana Telugu Ammayi17 Feb 2026, 17:13:36 GMT+05:30",YouTube,,0
"nischay ruchika aaye Alakh sir live mai😮❤️ #ientertainyou1 #triggeredinsaan #ruchikarathoreTanvi17 Feb 2026, 17:13:21 GMT+05:30",YouTube,,0
"మా కువైటి😯పనిమనిషిని బయటికి😯పోమన్నారు😯ఏమైంది చూడండి||housemaid life in kuwait||#viralshorts#youtubeKadapa siva vlogs17 Feb 2026, 17:13:17 GMT+05:30",YouTube,,0
"Bharati Singh ne doctor se baby Kaju ka weight poochaAaj Ka Kharchaa17 Feb 2026, 17:13:15 GMT+05:30",YouTube,,1
"Shivarathri jagaram 🙌💕 #viral #dance #familycomedy #trending #trendingLoki Anji Entertainment17 Feb 2026, 17:12:54 GMT+05:30",YouTube,,0
"Omg Abhishek ki girlfriend reveal ho gayi 😱❤️ @triggeredinsaan #liveinsaan #shortsTriggered Anaya 17 Feb 2026, 17:12:46 GMT+05:30",YouTube,,1
"When Ruchika scolds Nischay 🥲😝 #ruchikarathore #shorts #shortsfeed @triggeredinsaanyt obsessed 17 Feb 2026, 17:12:39 GMT+05:30",YouTube,,1
"Face enduku ala pettav?? 😝🤣 #sheetalgauthaman #morethanfriends #subscribe #trending #youtuberSheetal Gauthaman17 Feb 2026, 17:12:31 GMT+05:30",YouTube,,1
"MTF season-2 Shoot begins ♥️ #morethanfriends #season2 #sheetalgauthaman #vamsikotu #comingsoonSheetal Gauthaman17 Feb 2026, 17:12:31 GMT+05:30",YouTube,,1
"Selective Repeat ARQ Protocol || Data link layer || Computer networksSudhakar Atchala16 Feb 2026, 21:19:49 GMT+05:30",YouTube,,0
"Go-Back-N ARQ Protocol || Data link layer || Computer networksSudhakar Atchala16 Feb 2026, 21:13:43 GMT+05:30",YouTube,,0
"1 Bit Sliding Window protocol | One Bit Sliding Window protocol | Data link layer| Computer networksSudhakar Atchala16 Feb 2026, 21:07:02 GMT+05:30",YouTube,,0
"Checksum || Error Detection TechniqueSudhakar Atchala16 Feb 2026, 19:16:12 GMT+05:30",YouTube,,0
"Cyclic Redundancy Check || CRC || Error Detection || Data Link Layer Design Issues || Error ControlSudhakar Atchala16 Feb 2026, 18:38:53 GMT+05:30",YouTube,,0
"Types of Computer NetworksSudhakar Atchala16 Feb 2026, 18:37:29 GMT+05:30",YouTube,,1
"Parity Check || Error Detection || Data Link Layer Design Issues || Error Control || Even || OddSudhakar Atchala16 Feb 2026, 18:32:14 GMT+05:30",YouTube,,0
"baby zid kar raha hai harsh ne bataya bharti singhAaj Ka Kharchaa16 Feb 2026, 18:23:07 GMT+05:30",YouTube,,0
"Golla Swimming Ke Trials Mein Fail Ho Gaya 😯...#shortsLOL (Life of Limbachiyaa’s)15 Feb 2026, 21:18:16 GMT+05:30",YouTube,,0
"Golle Ne Octopus Se Baat Ki 🐙...#shortsLOL (Life of Limbachiyaa’s)15 Feb 2026, 21:18:10 GMT+05:30",YouTube,,1
"Detectives 8x Zoom | Shot on iPhone 17 Pro | Apple15 Feb 2026, 21:18:06 GMT+05:30",YouTube,,1
"https://www.youtube.com/watch?v=ROGsn86O-8k15 Feb 2026, 21:18:02 GMT+05:30",YouTube,,1
"హ్యాపి శివరాత్రీ ❤️🙏 #viral #ytshorts #family #trendingYashu Sony Official15 Feb 2026, 21:18:00 GMT+05:30",YouTube,,1
"nischay is pro 😁❤️ @triggeredinsaan   #liveinsaan #shortsTriggered Anaya 15 Feb 2026, 21:17:18 GMT+05:30",YouTube,,1
"#bigguy 😮Ydak15 Feb 2026, 21:17:16 GMT+05:30",YouTube,,1
"#trendsNR Explain 15 Feb 2026, 21:17:15 GMT+05:30",YouTube,,0
"how cutely Asher said Ruchika bhabhi 😁❤️ @triggeredinsaan #liveinsaan #shortsTriggered Anaya 15 Feb 2026, 21:17:01 GMT+05:30",YouTube,,0
"He Bought a Lobster to Eat… Then THIS Happened 😳 #actingchallengeThe Inspire Tales15 Feb 2026, 21:16:59 GMT+05:30",YouTube,,1
"The Ice Cream Twist You Didn’t Expect 🍦😅 #shots #factsFacto Find15 Feb 2026, 21:16:46 GMT+05:30",YouTube,,1
"baby Kaju Ne photoshoot Main pareshan nahin kiya Bharti SinghAaj Ka Kharchaa15 Feb 2026, 21:16:42 GMT+05:30",YouTube,,0
"వెజిటేబుల్ పిజ్జా 🏡డాడీ వంటలు ￼💕#viral #foodvideo #family #minivlogU Turns Family15 Feb 2026, 21:16:38 GMT+05:30",YouTube,,1
"🌺श्री जी ने भेजा है मैं तुमसे मिलने आ गया #premanandjimaharaj #youtubeshorts #shortvideos #shortsShivkant Premanand 15 Feb 2026, 21:16:36 GMT+05:30",YouTube,,1
"Bhabhi ji se jeetne ki khushi 🤌🏻😝🎀 #ruchikarathore #shorts #shortsfeed @triggeredinsaanyt obsessed 15 Feb 2026, 21:16:33 GMT+05:30",YouTube,,1
"The speed of this water park ride is insane 😲Clippery TV15 Feb 2026, 21:16:15 GMT+05:30",YouTube,,1
"Owner Helps Horse Walk Again ❤️🥹Pillu Pedia15 Feb 2026, 21:16:13 GMT+05:30",YouTube,,0
"He requested wart removal, and the final result left him speechlessLily Smith15 Feb 2026, 21:16:04 GMT+05:30",YouTube,,1
"Dry ice instant ice cream￼it's Really Crazy 15 Feb 2026, 21:16:04 GMT+05:30",YouTube,,1
"Indian Army 🪖Defence Ajeet15 Feb 2026, 21:16:03 GMT+05:30",YouTube,,1
"After marriage is just 🤌❤  #ruchikarathore #shorts #comment #subscribe #shortvideo #fyp #love #viralThe_ Malhan15 Feb 2026, 21:15:52 GMT+05:30",YouTube,,1
"https://www.youtube.com/watch?v=bUmhs7l59VA15 Feb 2026, 21:15:31 GMT+05:30",YouTube,,1
"#fruit #cuttingart #Buah#फल #Obst #Meva #fruitcutting #fruitart #cuttingskills #satisfying #الفاکههfruitcutcut15 Feb 2026, 21:15:30 GMT+05:30",YouTube,,1
"Husband Wife Bond #lakhneetLakhneet Vlogs15 Feb 2026, 21:15:25 GMT+05:30",YouTube,,1
"Sisterhood | part -2 | #viralLiber Sum15 Feb 2026, 21:15:24 GMT+05:30",YouTube,,1
"saas like dimple anuty 😭🤌🏻#triggerdinsaan #fukrainsaan #shortsfeed #trendingshortsLaddu 🍒15 Feb 2026, 21:15:22 GMT+05:30",YouTube,,0
"dipi bhabhi Ghar a gai🥺don't troll dipi bhabhi dipika ibrahim Shoaib Ibrahim Saba Ibrahim New#shortsKunal Tomar fen 15 Feb 2026, 21:15:21 GMT+05:30",YouTube,,0
"Amazing Doctor's Technique to give Injection 🫡ChildLike Humor 15 Feb 2026, 21:15:20 GMT+05:30",YouTube,,0
"She Knitted Around a Table and Created Something AdorableBOUNDLESS INSIGHT 15 Feb 2026, 21:15:17 GMT+05:30",YouTube,,1
"Ruchika &nischay same moment 😲❤️@triggeredinsaan  #liveinsaan #shortsTriggered Anaya 15 Feb 2026, 21:15:14 GMT+05:30",YouTube,,1
"Baby ka reaction kitna pyara hai bharti singhAaj Ka Kharchaa15 Feb 2026, 21:15:11 GMT+05:30",YouTube,,0
"kavya looking so gorgeous 🥰😍💞🌸 #shorts @BindassKavya #trandingBindas kavya 15 Feb 2026, 21:15:10 GMT+05:30",YouTube,,1
"NEW DIS  SHIVRATTI  VOLE SANkAR###Mao Bourah15 Feb 2026, 21:15:08 GMT+05:30",YouTube,,1
"POTTERY ARTIST PRETENDS TO FAIL AND GOES VIRAL 😂🏺XTREM FUN15 Feb 2026, 21:14:41 GMT+05:30",YouTube,,0
"Toggle kth bitTechStoriesOfSrinidhi15 Feb 2026, 21:14:40 GMT+05:30",YouTube,,0
"That’s why we love Malhan family 🥹❤️ @triggeredinsaan  #liveinsaan #shortsTriggered Anaya 15 Feb 2026, 21:14:14 GMT+05:30",YouTube,,1
"సంకలో పిల్లిని పెట్టుకొని😅 #blousedesign #monalisabeeds #monalisabeadscollection #minivlog #trendingStylsee priyaa15 Feb 2026, 21:14:13 GMT+05:30",YouTube,,1
"Essential tools for agricultural planting #relaxing #satisfying #farming #agriculture Harvesting Fruits15 Feb 2026, 21:14:11 GMT+05:30",YouTube,,1
"అభిమానులు నాన్న చేయి పట్టుకున్నారని అనిల్ రావిపూడి కూతురు రియాక్షన్ చూడండి | Anil Ravipudi VisualsFilmy Hook15 Feb 2026, 21:14:02 GMT+05:30",YouTube,,1
"醤油発酵におけるタケノコ：伝統工芸Overalls15 Feb 2026, 21:14:01 GMT+05:30",YouTube,,1
"We Forgot Our 🤣 God! 😳😈 #Shorts  #Bollywood #Culture #Aarti #SonamKapoorNidx View 15 Feb 2026, 21:14:00 GMT+05:30",YouTube,,1
